title,industry,ai_approved,ai_reason,judged_at
Compliance Point,legal,True,,2026-08-18T07:43:20.334023+09:00
Compliance Portal,pest_control,True,,2026-08-18T07:43:20.334023+09:00
Compliance Post,cybersecurity,False,"'Post'을 포함해 이번 라운드에 대량 자가확장된 보관/장소 계열 기능어(Yard/Bay/Post/Outpost/Plaza/Harbor/Tower/Shelf/Locker/Booth/Kiosk) 중 다수가 'Compliance'와 결합됐으나, 자연스러운 영어 관용구로 성립하지 않고 서로 의미가 구별되지 않는 중복 후보임",2026-08-19T00:36:32.503481+09:00
Compliance Price,food_service,False,같은 도메인어 'Compliance'에 대해 Cost가 이미 승인되어 의미 중복(Cost/Price)으로 거절,2026-08-21T02:05:39.911646+09:00
Compliance Profile,mining,True,,2026-08-19T13:36:42.244388+09:00
Compliance Profit,energy_utilities,True,,2026-08-23T02:52:18.999459+09:00
Compliance Pulse,energy_utilities,True,,2026-08-18T07:43:20.334023+09:00
Compliance Queue,hr_payroll,True,,2026-08-19T21:03:14.678005+09:00
Compliance Quota,mining,True,,2026-08-21T00:24:34.903558+09:00
Compliance Radar,,True,,2026-08-17T20:36:18.497930+09:00
Compliance Rail,transportation,True,,2026-08-18T07:43:20.334023+09:00
Compliance Rate,transportation,True,,2026-08-19T20:37:10.645493+09:00
Compliance Recap,mining,True,,2026-08-21T01:09:23.227405+09:00
Compliance Receipt,energy_utilities,True,,2026-08-19T21:45:47.758451+09:00
Compliance Register,government,True,,2026-08-18T07:43:20.334023+09:00
Compliance Registry,food_service,True,,2026-08-18T22:02:25.317804+09:00
Compliance Relay,,True,,2026-08-17T20:35:20.751202+09:00
Compliance Reminder,hr_payroll,True,,2026-08-19T21:03:14.678005+09:00
Compliance Report,pharmacy,True,,2026-08-19T13:36:42.244388+09:00
Compliance Ring,cybersecurity,False,"TITLE_UNCLEAR: Ring is abstract, no SaaS function is suggested (established prior batches)",2026-08-18T07:43:20.334023+09:00
Compliance Roadmap,food_service,True,,2026-08-18T22:02:25.317804+09:00
Compliance Roll,hr_payroll,False,출석·명부 개념과 무관한 도메인어,2026-08-19T12:22:43.308376+09:00
Compliance Roster,pharmacy,False,'Compliance'는 연속형 지표/추상 개념이라 '명단(Roster)'으로 자연스럽게 묶이지 않음,2026-08-19T00:36:32.503481+09:00
Compliance Route,pharmacy,True,,2026-08-18T07:43:20.334023+09:00
Compliance Rule,cybersecurity,True,,2026-08-23T03:14:30.196647+09:00
Compliance Sale,food_service,True,,2026-08-21T02:20:47.698506+09:00
Compliance Sample,pest_control,True,,2026-08-19T21:45:47.758451+09:00
Compliance Scale,pest_control,True,,2026-08-18T07:43:20.334023+09:00
Compliance Scheduler,government,True,,2026-08-18T07:43:20.334023+09:00
Compliance Scope,food_service,True,,2026-08-18T07:43:20.334023+09:00
Compliance Score,mining,True,,2026-08-19T13:36:42.244388+09:00
Compliance Sentry,government,True,,2026-08-18T07:43:20.334023+09:00
Compliance Serial,cybersecurity,False,일련번호 필드명처럼 읽혀 제품명으로서 명확성이 부족함,2026-08-23T13:26:11.115718+09:00
Compliance Sheet,mining,True,,2026-08-19T13:36:42.244388+09:00
Compliance Shelf,pharmacy,False,"'Shelf'을 포함해 이번 라운드에 대량 자가확장된 보관/장소 계열 기능어(Yard/Bay/Post/Outpost/Plaza/Harbor/Tower/Shelf/Locker/Booth/Kiosk) 중 다수가 'Compliance'와 결합됐으나, 자연스러운 영어 관용구로 성립하지 않고 서로 의미가 구별되지 않는 중복 후보임",2026-08-19T00:36:32.503481+09:00
Compliance Signal,food_service,True,,2026-08-18T07:43:20.334023+09:00
Compliance Signature,cybersecurity,True,,2026-08-23T13:26:11.115718+09:00
Compliance Slip,senior_care,True,,2026-08-19T21:45:47.758451+09:00
Compliance Slot,pest_control,True,,2026-08-19T21:45:47.758451+09:00
Compliance Snapshot,energy_utilities,True,,2026-08-18T22:02:25.317804+09:00
Compliance Stake,energy_utilities,True,,2026-08-23T02:52:18.999459+09:00
Compliance Stamp,cybersecurity,True,,2026-08-23T13:26:11.115718+09:00
Compliance Statement,pharmacy,True,,2026-08-21T00:24:34.903558+09:00
Compliance Station,legal,True,,2026-08-18T07:43:20.334023+09:00
Compliance Status,legal,True,,2026-08-19T20:37:10.645493+09:00
Compliance Stipend,cybersecurity,False,컴플라이언스와 지급수당의 조합이 모호함,2026-08-23T13:45:14.730720+09:00
Compliance Stub,pharmacy,True,,2026-08-21T00:24:34.903558+09:00
Compliance Studio,legal,True,,2026-08-18T07:43:20.334023+09:00
Compliance Suite,government,True,,2026-08-18T07:43:20.334023+09:00
Compliance Sum,food_service,True,,2026-08-21T02:20:47.698506+09:00
Compliance Summary,cybersecurity,True,,2026-08-19T21:03:14.678005+09:00
Compliance Sync,government,True,,2026-08-18T07:43:20.334023+09:00
Compliance Tab,mining,True,,2026-08-21T00:24:34.903558+09:00
Compliance Table,energy_utilities,True,,2026-08-19T21:45:47.758451+09:00
Compliance Tag,mining,True,,2026-08-19T13:36:42.244388+09:00
Compliance Tally,aviation,True,,2026-08-21T00:24:34.903558+09:00
Compliance Tariff,energy_utilities,True,,2026-08-21T02:36:28.722223+09:00
Compliance Tax,food_service,True,,2026-08-21T02:05:39.911646+09:00
Compliance Terminal,legal,False,"TITLE_UNCLEAR: Terminal only reads clearly for transportation/maritime_shipping/aviation/logistics, industry=legal",2026-08-18T07:43:20.334023+09:00
Compliance Ticker,government,False,실시간으로 갱신될 상태값 개념과 무관한 도메인어,2026-08-19T12:22:43.308376+09:00
Compliance Ticket,hr_payroll,True,,2026-08-19T21:03:14.678005+09:00
Compliance Timeline,cybersecurity,True,,2026-08-19T21:03:14.678005+09:00
Compliance Token,cybersecurity,True,,2026-08-23T13:26:11.115718+09:00
Compliance Toll,hr_payroll,True,,2026-08-21T02:36:28.722223+09:00
Compliance Toolkit,energy_utilities,True,,2026-08-18T22:02:25.317804+09:00
Compliance Tower,pharmacy,False,"'Tower'을 포함해 이번 라운드에 대량 자가확장된 보관/장소 계열 기능어(Yard/Bay/Post/Outpost/Plaza/Harbor/Tower/Shelf/Locker/Booth/Kiosk) 중 다수가 'Compliance'와 결합됐으나, 자연스러운 영어 관용구로 성립하지 않고 서로 의미가 구별되지 않는 중복 후보임",2026-08-19T00:36:32.503481+09:00
Compliance Tracker,government,True,,2026-08-18T07:43:20.334023+09:00
Compliance Trail,transportation,True,,2026-08-18T07:43:20.334023+09:00
Compliance Unit,food_service,True,,2026-08-21T01:55:13.112053+09:00
Compliance Update,cybersecurity,True,,2026-08-19T20:37:10.645493+09:00
Compliance Value,energy_utilities,True,,2026-08-23T02:52:18.999459+09:00
Compliance Vault,,True,,2026-08-17T20:34:25.476328+09:00
Compliance Version,cybersecurity,True,,2026-08-23T03:14:30.196647+09:00
Compliance View,legal,True,,2026-08-19T20:37:10.645493+09:00
Compliance Voucher,pharmacy,True,,2026-08-21T00:24:34.903558+09:00
Compliance Watch,food_service,True,,2026-08-18T07:43:20.334023+09:00
Compliance Wave,legal,True,,2026-08-18T07:43:20.334023+09:00
Compliance Window,government,False,시간대·서비스 창구 개념과 무관한 도메인어,2026-08-19T12:22:43.308376+09:00
Compliance Workbench,energy_utilities,True,,2026-08-18T22:02:25.317804+09:00
Compliance Yard,transportation,False,"'Yard'을 포함해 이번 라운드에 대량 자가확장된 보관/장소 계열 기능어(Yard/Bay/Post/Outpost/Plaza/Harbor/Tower/Shelf/Locker/Booth/Kiosk) 중 다수가 'Compliance'와 결합됐으나, 자연스러운 영어 관용구로 성립하지 않고 서로 의미가 구별되지 않는 중복 후보임",2026-08-19T00:36:32.503481+09:00
Compliance Zone,mining,True,,2026-08-18T07:43:20.334023+09:00
Compost Advisory,property_management_services,True,,2026-08-21T01:09:23.227405+09:00
Compost Alert,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Allowance,property_management_services,True,,2026-08-21T02:36:28.722223+09:00
Compost Asset,property_management_services,False,퇴비화와 자산 개념이 결합되지 않아 불분명함,2026-08-23T13:45:14.730720+09:00
Compost Assistant,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Atlas,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Attribute,property_management_services,True,,2026-08-23T13:04:41.554058+09:00
Compost Badge,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Balance,property_management_services,True,,2026-08-23T13:45:14.730720+09:00
Compost Base,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Bay,property_management_services,False,같은 도메인어에 의미가 겹치는 기능어(동의어 클러스터)가 먼저 승인되어 의미 중복,2026-08-21T00:43:30.343168+09:00
Compost Beacon,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Bill,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Bin,property_management_services,False,Compost Shelf와 의미 중복(Bin/Shelf는 유사어),2026-08-21T00:43:30.343168+09:00
Compost Board,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Booth,property_management_services,False,같은 도메인어에 의미가 겹치는 기능어(동의어 클러스터)가 먼저 승인되어 의미 중복,2026-08-21T00:43:30.343168+09:00
Compost Bridge,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Brief,property_management_services,True,,2026-08-21T01:09:23.227405+09:00
Compost Bulletin,property_management_services,True,,2026-08-21T01:09:23.227405+09:00
Compost Calendar,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Card,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Cascade,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Cash,property_management_services,True,,2026-08-21T02:20:47.698506+09:00
Compost Category,property_management_services,True,,2026-08-23T13:04:41.554058+09:00
Compost Center,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Chain,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Charge,property_management_services,True,,2026-08-21T02:36:28.722223+09:00
Compost Chart,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Check,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Circular,property_management_services,True,,2026-08-21T01:09:23.227405+09:00
Compost Code,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Companion,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Compass,property_management_services,False,Compass는 부동산 중개 플랫폼 Compass Inc.의 상표와 유사 - review_titles 핵심 원칙 3(검증됨) 위반,2026-08-21T00:43:30.343168+09:00
Compost Confirmation,property_management_services,True,,2026-08-21T01:09:23.227405+09:00
Compost Console,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Core,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Cost,property_management_services,True,,2026-08-21T02:05:39.911646+09:00
Compost Counter,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Deal,property_management_services,True,,2026-08-21T01:55:13.112053+09:00
Compost Debt,property_management_services,True,,2026-08-21T02:20:47.698506+09:00
Compost Deck,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Desk,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Detail,property_management_services,True,,2026-08-23T03:14:30.196647+09:00
Compost Directory,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Dossier,property_management_services,True,,2026-08-21T01:09:23.227405+09:00
Compost Draft,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Duty,property_management_services,True,,2026-08-21T02:36:28.722223+09:00
Compost Engine,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Entry,property_management_services,True,,2026-08-21T01:09:23.227405+09:00
Compost Estimate,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Excerpt,property_management_services,True,,2026-08-21T01:09:23.227405+09:00
Compost Fare,property_management_services,True,,2026-08-21T02:05:39.911646+09:00
Compost Fee,property_management_services,True,,2026-08-21T01:55:13.112053+09:00
Compost Feed,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Field,property_management_services,False,너무 추상적인 데이터 스키마 용어(필드)로 특정 SaaS 제품을 특정할 수 없음,2026-08-23T13:04:41.554058+09:00
Compost File,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Finder,property_management_services,False,같은 도메인어에 의미가 겹치는 기능어(동의어 클러스터)가 먼저 승인되어 의미 중복,2026-08-21T00:43:30.343168+09:00
Compost Fine,property_management_services,True,,2026-08-23T02:52:18.999459+09:00
Compost Flow,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Forge,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Form,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Format,property_management_services,False,너무 추상적인 데이터 스키마 용어(포맷)로 특정 SaaS 제품을 특정할 수 없음,2026-08-23T13:04:41.554058+09:00
Compost Frame,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Fund,property_management_services,True,,2026-08-21T02:20:47.698506+09:00
Compost Gate,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Grid,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Harbor,property_management_services,False,같은 도메인어에 의미가 겹치는 기능어(동의어 클러스터)가 먼저 승인되어 의미 중복,2026-08-21T00:43:30.343168+09:00
Compost History,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Hub,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Identifier,property_management_services,True,,2026-08-23T13:04:41.554058+09:00
Compost Inbox,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Index,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Interest,property_management_services,False,퇴비화와 이자 개념이 결합되지 않아 불분명함,2026-08-23T13:45:14.730720+09:00
Compost Item,property_management_services,True,,2026-08-21T01:55:13.112053+09:00
Compost Journal,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Keeper,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Kiosk,property_management_services,False,같은 도메인어에 의미가 겹치는 기능어(동의어 클러스터)가 먼저 승인되어 의미 중복,2026-08-21T00:43:30.343168+09:00
Compost Lab,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Ledger,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Level,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Levy,property_management_services,False,퇴비화와 부과금 개념이 모호하게 결합되어 필드명처럼 읽힘,2026-08-23T13:45:14.730720+09:00
Compost Line,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Link,property_management_services,True,,2026-08-23T03:14:30.196647+09:00
Compost List,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Loan,property_management_services,True,,2026-08-21T02:05:39.911646+09:00
Compost Lobby,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Locator,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Locker,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Log,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Loop,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Manager,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Map,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Margin,property_management_services,False,'Compost Profit'과 의미가 사실상 동일한 재무 중복(Profit/Margin 동의어 조합),2026-08-23T02:52:18.999459+09:00
Compost Marker,property_management_services,False,태그/플래그 속성처럼 읽혀 구체적 제품 개념이 불명확함,2026-08-23T13:26:11.115718+09:00
Compost Memo,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Monitor,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Nexus,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Note,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Number,property_management_services,True,,2026-08-23T03:14:30.196647+09:00
Compost Office,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Ops,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Order,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Outpost,property_management_services,False,같은 도메인어에 의미가 겹치는 기능어(동의어 클러스터)가 먼저 승인되어 의미 중복,2026-08-21T00:43:30.343168+09:00
Compost Panel,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Pass,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Passport,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Path,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Petition,property_management_services,True,,2026-08-21T01:09:23.227405+09:00
Compost Plan,property_management_services,True,,2026-08-21T01:55:13.112053+09:00
Compost Planner,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Playbook,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Plaza,property_management_services,False,같은 도메인어에 의미가 겹치는 기능어(동의어 클러스터)가 먼저 승인되어 의미 중복,2026-08-21T00:43:30.343168+09:00
Compost Point,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Portal,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Post,property_management_services,False,같은 도메인어에 의미가 겹치는 기능어(동의어 클러스터)가 먼저 승인되어 의미 중복,2026-08-21T00:43:30.343168+09:00
Compost Price,property_management_services,False,같은 도메인어에 Cost가 먼저 등장(의미 중복: Cost/Price),2026-08-21T02:05:39.911646+09:00
Compost Profile,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Profit,property_management_services,True,,2026-08-23T02:52:18.999459+09:00
Compost Quota,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Radar,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Rail,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Rate,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Recap,property_management_services,True,,2026-08-21T01:09:23.227405+09:00
Compost Receipt,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Register,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Registry,property_management_services,False,같은 도메인어에 의미가 겹치는 기능어(동의어 클러스터)가 먼저 승인되어 의미 중복,2026-08-21T00:43:30.343168+09:00
Compost Relay,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Reminder,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Report,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Ring,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Roll,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Roster,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Route,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Rule,property_management_services,True,,2026-08-23T03:14:30.196647+09:00
Compost Sale,property_management_services,True,,2026-08-21T02:20:47.698506+09:00
Compost Sample,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Scale,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Scheduler,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Scope,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Score,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Serial,property_management_services,False,"일련번호(serial number) 데이터베이스 필드명처럼 보이며, 이것이 어떤 SaaS 제품인지 짐작하기 어려움",2026-08-23T13:26:11.115718+09:00
Compost Sheet,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Shelf,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Signal,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Signature,property_management_services,False,서명할 대상이 불분명해 제품 개념으로 이해되지 않음,2026-08-23T13:26:11.115718+09:00
Compost Slip,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Slot,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Stake,property_management_services,True,,2026-08-23T02:52:18.999459+09:00
Compost Stamp,property_management_services,False,무엇을 찍는 도장인지 불명확한 조합,2026-08-23T13:26:11.115718+09:00
Compost Statement,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Station,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Status,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Stipend,property_management_services,False,퇴비화와 수당 개념이 어울리지 않아 불분명함,2026-08-23T13:45:14.730720+09:00
Compost Stub,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Studio,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Sum,property_management_services,True,,2026-08-21T02:20:47.698506+09:00
Compost Summary,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Tab,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Table,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Tag,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Tariff,property_management_services,True,,2026-08-21T02:36:28.722223+09:00
Compost Tax,property_management_services,True,,2026-08-21T02:05:39.911646+09:00
Compost Terminal,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Ticker,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Ticket,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Timeline,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Token,property_management_services,False,퇴비에 대한 토큰이 무엇을 의미하는지 불명확함,2026-08-23T13:26:11.115718+09:00
Compost Toll,property_management_services,True,,2026-08-21T02:36:28.722223+09:00
Compost Tower,property_management_services,False,같은 도메인어에 의미가 겹치는 기능어(동의어 클러스터)가 먼저 승인되어 의미 중복,2026-08-21T00:43:30.343168+09:00
Compost Tracker,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Trail,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Unit,property_management_services,True,,2026-08-21T01:55:13.112053+09:00
Compost Update,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Value,property_management_services,True,,2026-08-23T02:52:18.999459+09:00
Compost Vault,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Version,property_management_services,True,,2026-08-23T03:14:30.196647+09:00
Compost View,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Voucher,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Watch,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Wave,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Window,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compost Yard,property_management_services,False,같은 도메인어에 의미가 겹치는 기능어(동의어 클러스터)가 먼저 승인되어 의미 중복,2026-08-21T00:43:30.343168+09:00
Compost Zone,property_management_services,True,,2026-08-21T00:43:30.343168+09:00
Compressor Advisory,hvac_services,True,,2026-08-21T01:09:23.227405+09:00
Compressor Alert,hvac_services,False,경보 대상이 될 위험/이벤트/이탈 개념과 무관한 도메인어,2026-08-19T12:22:43.308376+09:00
Compressor Allowance,hvac_services,True,,2026-08-21T02:36:28.722223+09:00
Compressor Almanac,hvac_services,True,,2026-08-18T22:02:25.317804+09:00
Compressor Anchor,hvac_services,True,,2026-08-18T22:02:25.317804+09:00
Compressor Asset,hvac_services,True,,2026-08-23T13:45:14.730720+09:00
Compressor Assistant,hvac_services,True,,2026-08-18T22:02:25.317804+09:00
Compressor Atlas,hvac_services,True,,2026-08-18T22:02:25.317804+09:00
Compressor Attribute,hvac_services,True,,2026-08-23T13:04:41.554058+09:00
Compressor Badge,hvac_services,False,압축기 부품에 배지 개념이 부적합,2026-08-21T00:24:34.903558+09:00
Compressor Balance,hvac_services,False,"도메인어와 기능어(자산/잔액/이자/부과금/수당)의 결합이 실제 의미를 이루지 못해 데이터베이스 필드명처럼 읽히고, 어떤 SaaS 제품·기능인지 짐작하기 어려움",2026-08-23T13:45:14.730720+09:00
Compressor Base,hvac_services,True,,2026-08-18T22:02:25.317804+09:00
Compressor Bay,hvac_services,False,"'Bay'을 포함해 이번 라운드에 대량 자가확장된 보관/장소 계열 기능어(Yard/Bay/Post/Outpost/Plaza/Harbor/Tower/Shelf/Locker/Booth/Kiosk) 중 다수가 'Compressor'와 결합됐으나, 자연스러운 영어 관용구로 성립하지 않고 서로 의미가 구별되지 않는 중복 후보임",2026-08-19T00:36:32.503481+09:00
Compressor Beacon,hvac_services,True,,2026-08-18T22:02:25.317804+09:00
Compressor Bill,hvac_services,True,,2026-08-19T21:45:47.758451+09:00
Compressor Bin,hvac_services,False,물리적으로 보관 가능한 사물이 아닌 도메인어(추상적 개념·사람·프로세스),2026-08-19T12:22:43.308376+09:00
Compressor Blueprint,hvac_services,True,,2026-08-18T22:02:25.317804+09:00
Compressor Board,hvac_services,True,,2026-08-18T22:02:25.317804+09:00
Compressor Book,hvac_services,True,,2026-08-19T21:45:47.758451+09:00
Compressor Booth,hvac_services,False,"'Booth'을 포함해 이번 라운드에 대량 자가확장된 보관/장소 계열 기능어(Yard/Bay/Post/Outpost/Plaza/Harbor/Tower/Shelf/Locker/Booth/Kiosk) 중 다수가 'Compressor'와 결합됐으나, 자연스러운 영어 관용구로 성립하지 않고 서로 의미가 구별되지 않는 중복 후보임",2026-08-19T00:36:32.503481+09:00
Compressor Bridge,hvac_services,True,,2026-08-18T22:02:25.317804+09:00
Compressor Brief,hvac_services,True,,2026-08-21T01:09:23.227405+09:00
Compressor Bulletin,hvac_services,True,,2026-08-21T01:09:23.227405+09:00
Compressor Calendar,hvac_services,True,,2026-08-18T23:56:56.184177+09:00
Compressor Card,hvac_services,True,,2026-08-19T13:36:42.244388+09:00
Compressor Cascade,hvac_services,True,,2026-08-18T22:02:25.317804+09:00
Compressor Cash,hvac_services,True,,2026-08-21T02:20:47.698506+09:00
Compressor Category,hvac_services,True,,2026-08-23T13:04:41.554058+09:00
Compressor Center,hvac_services,True,,2026-08-18T22:02:25.317804+09:00
Compressor Chain,hvac_services,True,,2026-08-18T21:11:23.123258+09:00
Compressor Charge,hvac_services,True,,2026-08-21T02:36:28.722223+09:00
Compressor Chart,hvac_services,False,측정·기록 가능한 수치/차트 개념과 무관한 도메인어,2026-08-19T12:22:43.308376+09:00
Compressor Check,hvac_services,True,,2026-08-19T13:36:42.244388+09:00
Compressor Circular,hvac_services,True,,2026-08-21T01:09:23.227405+09:00
Compressor Cockpit,hvac_services,True,,2026-08-18T22:02:25.317804+09:00
Compressor Code,hvac_services,True,,2026-08-19T21:45:47.758451+09:00
Compressor Codex,hvac_services,True,,2026-08-18T22:02:25.317804+09:00
Compressor Companion,hvac_services,True,,2026-08-18T22:02:25.317804+09:00
Compressor Compass,hvac_services,True,,2026-08-18T22:02:25.317804+09:00
Compressor Compendium,hvac_services,True,,2026-08-18T22:02:25.317804+09:00
Compressor Confirmation,hvac_services,True,,2026-08-21T01:09:23.227405+09:00
Compressor Console,hvac_services,True,,2026-08-18T22:02:25.317804+09:00
Compressor Core,hvac_services,True,,2026-08-18T22:02:25.317804+09:00
Compressor Cost,hvac_services,True,,2026-08-21T02:05:39.911646+09:00
Compressor Counter,hvac_services,True,,2026-08-18T23:56:56.184177+09:00
Compressor Dashboard,hvac_services,True,,2026-08-18T22:02:25.317804+09:00
Compressor Deal,hvac_services,True,,2026-08-21T01:55:13.112053+09:00
Compressor Debt,hvac_services,True,,2026-08-21T02:20:47.698506+09:00
Compressor Deck,hvac_services,True,,2026-08-18T22:02:25.317804+09:00
Compressor Depot,hvac_services,True,,2026-08-18T23:56:56.184177+09:00
Compressor Desk,hvac_services,True,,2026-08-18T22:02:25.317804+09:00
Compressor Detail,hvac_services,True,,2026-08-23T03:14:30.196647+09:00
Compressor Dial,hvac_services,True,,2026-08-18T22:02:25.317804+09:00
